Libelle;Date et heure de comptage;Débit horaire;Taux d'occupation;Etat trafic;Etat arc_Barré;Etat arc_Invalide
AV_Champs_Elysees;2021-12-26 17:00:00;1049.0;52.40778;4;0;1
AV_Champs_Elysees;2021-12-26 19:00:00;938.0;53.22889;4;0;1
AV_Champs_Elysees;2021-12-26 21:00:00;949.0;42.12611;3;0;1
AV_Champs_Elysees;2021-12-26 22:00:00;1032.0;27.18222;2;0;1
AV_Champs_Elysees;2021-12-27 00:00:00;902.0;20.59111;2;0;1
AV_Champs_Elysees;2021-12-25 01:00:00;613.0;57.26055;4;0;1
AV_Champs_Elysees;2021-12-25 03:00:00;662.0;7.77278;1;0;1
AV_Champs_Elysees;2021-12-25 05:00:00;191.0;1.80111;1;0;1
AV_Champs_Elysees;2021-12-25 07:00:00;175.0;1.81223;1;0;1
AV_Champs_Elysees;2021-12-25 08:00:00;180.0;1.77167;1;0;1
AV_Champs_Elysees;2021-12-25 09:00:00;202.0;1.92556;1;0;1
AV_Champs_Elysees;2021-12-25 10:00:00;296.0;3.83445;1;0;1
AV_Champs_Elysees;2021-12-25 15:00:00;1046.0;26.86945;2;0;1
AV_Champs_Elysees;2021-12-25 16:00:00;1156.0;30.64389;3;0;1
AV_Champs_Elysees;2021-12-25 17:00:00;1158.0;35.57;3;0;1
AV_Champs_Elysees;2021-12-25 18:00:00;1066.0;40.77333;3;0;1
AV_Champs_Elysees;2021-12-25 20:00:00;1056.0;42.81778;3;0;1
AV_Champs_Elysees;2021-12-25 21:00:00;1079.0;42.62444;3;0;1
AV_Champs_Elysees;2021-12-25 22:00:00;1075.0;34.95;3;0;1
AV_Champs_Elysees;2021-12-26 00:00:00;1067.0;35.94945;3;0;1
AV_Champs_Elysees;2022-04-28 11:00:00;1109.0;42.05389;3;0;1
AV_Champs_Elysees;2022-04-28 07:00:00;672.0;9.37389;1;0;1
AV_Champs_Elysees;2022-04-28 05:00:00;370.0;16.075;2;0;1
AV_Champs_Elysees;2022-04-28 03:00:00;565.0;6.73667;1;0;1
AV_Champs_Elysees;2022-04-28 01:00:00;831.0;9.43167;1;0;1
AV_Champs_Elysees;2022-01-19 00:00:00;592.0;7.87444;1;0;1
AV_Champs_Elysees;2022-01-18 22:00:00;677.0;11.17889;1;0;1
AV_Champs_Elysees;2022-01-18 21:00:00;880.0;15.59334;2;0;1
AV_Champs_Elysees;2022-01-18 20:00:00;981.0;17.60945;2;0;1
AV_Champs_Elysees;2022-01-18 19:00:00;996.0;21.25167;2;0;1
AV_Champs_Elysees;2022-01-18 18:00:00;1109.0;23.01056;2;0;1
AV_Champs_Elysees;2022-01-18 17:00:00;1048.0;21.96945;2;0;1
AV_Champs_Elysees;2022-01-18 16:00:00;1074.0;21.07222;2;0;1
AV_Champs_Elysees;2022-01-18 14:00:00;1081.0;22.71889;2;0;1
AV_Champs_Elysees;2022-01-18 12:00:00;1196.0;17.83889;2;0;1
AV_Champs_Elysees;2022-01-18 10:00:00;1297.0;16.09944;2;0;1
AV_Champs_Elysees;2022-01-18 09:00:00;1270.0;16.07556;2;0;1
AV_Champs_Elysees;2022-01-18 06:00:00;290.0;3.275;1;0;1
AV_Champs_Elysees;2022-01-18 02:00:00;274.0;3.46;1;0;1
AV_Champs_Elysees;2022-01-18 01:00:00;406.0;5.41111;1;0;1
AV_Champs_Elysees;2022-02-11 20:00:00;940.0;21.06778;2;0;1
AV_Champs_Elysees;2022-10-20 14:00:00;1146.0;27.25889;2;0;1
AV_Champs_Elysees;2022-11-21 11:00:00;1194.0;17.83778;2;0;1
AV_Champs_Elysees;2022-11-14 10:00:00;1078.0;17.809076666666666;0;0;1
AV_Champs_Elysees;2022-11-14 11:00:00;962.0;17.780373333333333;0;0;1
AV_Champs_Elysees;2021-12-29 01:00:00;846.0;17.75167;2;0;1
AV_Champs_Elysees;2021-12-29 02:00:00;621.0;10.57167;1;0;1
AV_Champs_Elysees;2021-12-29 03:00:00;427.0;5.71445;1;0;1
AV_Champs_Elysees;2021-12-29 04:00:00;272.0;4.18778;1;0;1
AV_Champs_Elysees;2021-12-29 05:00:00;204.0;2.74833;1;0;1
AV_Champs_Elysees;2021-12-29 06:00:00;264.0;3.025;1;0;1
AV_Champs_Elysees;2021-12-29 07:00:00;504.0;4.53667;1;0;1
AV_Champs_Elysees;2021-12-29 10:00:00;798.0;9.40056;1;0;1
AV_Champs_Elysees;2021-12-29 11:00:00;951.0;12.95778;1;0;1
AV_Champs_Elysees;2021-12-29 13:00:00;1119.0;27.24833;2;0;1
AV_Champs_Elysees;2021-12-29 16:00:00;1134.0;32.84111;3;0;1
AV_Champs_Elysees;2021-12-29 19:00:00;1062.0;39.795;3;0;1
AV_Champs_Elysees;2021-12-29 21:00:00;1006.0;34.73944;3;0;1
AV_Champs_Elysees;2021-12-29 22:00:00;1084.0;32.85833;3;0;1
AV_Champs_Elysees;2022-08-19 14:00:00;698.0;16.91278;2;0;1
AV_Champs_Elysees;2022-11-14 13:00:00;1135.0;30.76056;3;0;1
AV_Champs_Elysees;2022-11-14 12:00:00;1144.0;45.263335;0;0;1
AV_Champs_Elysees;2021-11-20 01:00:00;1153.0;59.76611;4;0;1
AV_Champs_Elysees;2021-11-20 02:00:00;1398.0;60.25722;4;0;1
AV_Champs_Elysees;2021-11-20 05:00:00;1114.0;63.32278;4;0;1
AV_Champs_Elysees;2021-11-20 07:00:00;1233.0;64.78;4;0;1
AV_Champs_Elysees;2021-11-20 08:00:00;1088.0;66.03333;4;0;1
AV_Champs_Elysees;2021-11-20 11:00:00;1012.0;63.135;4;0;1
AV_Champs_Elysees;2021-11-20 12:00:00;1204.0;67.73222;4;0;1
AV_Champs_Elysees;2021-11-20 15:00:00;1149.0;58.77222;4;0;1
AV_Champs_Elysees;2021-11-20 18:00:00;1150.0;63.81945;4;0;1
AV_Champs_Elysees;2021-11-20 20:00:00;1084.0;53.86055;4;0;1
AV_Champs_Elysees;2021-11-20 21:00:00;1147.0;55.18555;4;0;1
AV_Champs_Elysees;2021-11-21 00:00:00;1087.0;37.15667;3;0;1
AV_Champs_Elysees;2022-08-17 13:00:00;804.0;16.13667;2;0;1
AV_Champs_Elysees;2022-10-20 15:00:00;1163.0;23.71833;2;0;1
AV_Champs_Elysees;2022-10-20 13:00:00;1271.0;31.75056;3;0;1
AV_Champs_Elysees;2022-10-20 12:00:00;1269.0;24.80611;2;0;1
AV_Champs_Elysees;2022-06-21 00:00:00;720.0;12.43556;1;0;1
AV_Champs_Elysees;2022-06-20 23:00:00;685.0;11.88444;1;0;1
AV_Champs_Elysees;2022-06-20 22:00:00;822.0;17.08445;2;0;1
AV_Champs_Elysees;2022-06-20 20:00:00;1271.0;27.80889;2;0;1
AV_Champs_Elysees;2022-06-20 18:00:00;1079.0;29.09055;2;0;1
AV_Champs_Elysees;2022-06-20 13:00:00;1091.0;38.66944;3;0;1
AV_Champs_Elysees;2022-06-20 06:00:00;479.0;10.715;1;0;1
AV_Champs_Elysees;2022-06-20 05:00:00;514.0;29.91;2;0;1
AV_Champs_Elysees;2022-06-20 04:00:00;591.0;29.42556;2;0;1
AV_Champs_Elysees;2022-06-20 03:00:00;846.0;40.80278;3;0;1
AV_Champs_Elysees;2022-06-20 02:00:00;887.0;60.58278;4;0;1
AV_Champs_Elysees;2022-04-27 23:00:00;770.0;10.99334;1;0;1
AV_Champs_Elysees;2022-11-14 09:00:00;965.0;16.028335;0;0;1
AV_Champs_Elysees;2021-12-18 02:00:00;1160.0;21.06333;2;0;1
AV_Champs_Elysees;2021-12-18 03:00:00;1083.0;13.43278;1;0;1
AV_Champs_Elysees;2021-12-18 05:00:00;363.0;4.01222;1;0;1
AV_Champs_Elysees;2021-12-18 06:00:00;304.0;3.57111;1;0;1
AV_Champs_Elysees;2021-12-18 09:00:00;722.0;6.14667;1;0;1
AV_Champs_Elysees;2021-12-18 10:00:00;921.0;10.30612;1;0;1
AV_Champs_Elysees;2021-12-18 12:00:00;1271.0;23.03889;2;0;1
AV_Champs_Elysees;2021-12-18 13:00:00;1166.0;25.47833;2;0;1
AV_Champs_Elysees;2021-12-18 14:00:00;1050.0;31.95889;3;0;1
AV_Champs_Elysees;2021-12-18 15:00:00;991.0;32.93056;3;0;1
AV_Champs_Elysees;2021-12-18 16:00:00;1072.0;41.94944;3;0;1
AV_Champs_Elysees;2021-12-18 17:00:00;922.0;47.27167;3;0;1
AV_Champs_Elysees;2022-07-20 13:00:00;983.0;64.91278;4;0;1
AV_Champs_Elysees;2022-07-20 11:00:00;903.0;55.665;4;0;1
AV_Champs_Elysees;2022-07-20 10:00:00;1027.0;38.015;3;0;1
AV_Champs_Elysees;2022-07-20 08:00:00;793.0;17.98167;2;0;1
AV_Champs_Elysees;2022-07-20 06:00:00;260.0;2.95778;1;0;1
AV_Champs_Elysees;2022-07-20 05:00:00;188.0;2.37222;1;0;1
AV_Champs_Elysees;2022-07-20 03:00:00;433.0;5.77667;1;0;1
AV_Champs_Elysees;2022-07-20 02:00:00;482.0;7.00778;1;0;1
AV_Champs_Elysees;2022-07-20 01:00:00;496.0;20.64556;2;0;1
AV_Champs_Elysees;2022-09-23 15:00:00;1119.0;25.21555;2;0;1
AV_Champs_Elysees;2022-10-20 09:00:00;1132.0;13.22444;1;0;1
AV_Champs_Elysees;2022-10-20 08:00:00;847.0;8.50778;1;0;1
AV_Champs_Elysees;2022-10-20 07:00:00;606.0;5.47334;1;0;1
AV_Champs_Elysees;2022-10-20 04:00:00;265.0;3.64167;1;0;1
AV_Champs_Elysees;2022-10-20 02:00:00;472.0;6.025;1;0;1
AV_Champs_Elysees;2022-10-20 01:00:00;665.0;8.73111;1;0;1
AV_Champs_Elysees;2022-09-23 16:00:00;768.5;9.147780000000001;0;0;1
AV_Champs_Elysees;2022-02-02 08:00:00;872.0;9.56445;1;0;1
AV_Champs_Elysees;2022-02-02 03:00:00;299.0;3.27278;1;0;1
AV_Champs_Elysees;2022-08-23 23:00:00;798.0;22.16333;2;0;1
AV_Champs_Elysees;2022-08-23 22:00:00;866.0;19.58167;2;0;1
AV_Champs_Elysees;2022-08-23 18:00:00;844.0;27.28167;2;0;1
AV_Champs_Elysees;2022-08-23 16:00:00;893.0;22.17222;2;0;1
AV_Champs_Elysees;2022-08-23 14:00:00;739.0;19.25889;2;0;1
AV_Champs_Elysees;2021-12-20 01:00:00;806.0;11.71667;1;0;1
AV_Champs_Elysees;2021-12-20 05:00:00;213.0;7.53667;1;0;1
AV_Champs_Elysees;2021-12-20 08:00:00;1056.0;15.37722;2;0;1
AV_Champs_Elysees;2021-12-20 10:00:00;1257.0;15.62056;2;0;1
AV_Champs_Elysees;2021-12-20 12:00:00;1199.0;24.83611;2;0;1
AV_Champs_Elysees;2021-12-20 18:00:00;1064.0;35.45;3;0;1
AV_Champs_Elysees;2021-12-20 19:00:00;1145.0;36.24833;3;0;1
AV_Champs_Elysees;2021-12-20 21:00:00;1092.0;33.15944;3;0;1
AV_Champs_Elysees;2021-12-20 23:00:00;577.0;54.54167;4;0;1
AV_Champs_Elysees;2021-12-21 00:00:00;954.0;15.97389;2;0;1
AV_Champs_Elysees;2022-10-20 11:00:00;1128.0;16.95667;2;0;1
AV_Champs_Elysees;2022-10-20 10:00:00;1263.0;18.40833;2;0;1
AV_Champs_Elysees;2022-10-20 06:00:00;320.0;2.84778;1;0;1
AV_Champs_Elysees;2022-10-20 05:00:00;214.0;2.33611;1;0;1
AV_Champs_Elysees;2022-10-20 03:00:00;395.0;5.23834;1;0;1
AV_Champs_Elysees;2022-07-08 00:00:00;468.25;7.2777825;0;0;1
AV_Champs_Elysees;2022-07-07 17:00:00;541.5;9.317225;0;0;1
AV_Champs_Elysees;2022-07-07 16:00:00;614.75;11.3566675;0;0;1
AV_Champs_Elysees;2021-11-18 00:00:00;688.0;13.39611;1;0;1
AV_Champs_Elysees;2021-11-17 23:00:00;793.0;14.185;1;0;1
AV_Champs_Elysees;2021-11-17 22:00:00;929.0;22.58;2;0;1
AV_Champs_Elysees;2021-11-17 19:00:00;1206.0;26.33167;2;0;1
AV_Champs_Elysees;2021-11-17 18:00:00;1158.0;29.25556;2;0;1
AV_Champs_Elysees;2021-11-17 17:00:00;1204.0;25.73055;2;0;1
AV_Champs_Elysees;2021-11-17 16:00:00;1365.0;33.90722;3;0;1
AV_Champs_Elysees;2021-11-17 15:00:00;1287.0;25.16333;2;0;1
AV_Champs_Elysees;2021-11-17 10:00:00;1242.0;15.83;2;0;1
AV_Champs_Elysees;2021-11-17 09:00:00;1075.0;17.11667;2;0;1
AV_Champs_Elysees;2021-11-17 08:00:00;907.0;16.97834;2;0;1
AV_Champs_Elysees;2021-11-17 03:00:00;382.0;4.05278;1;0;1
AV_Champs_Elysees;2021-11-17 02:00:00;523.0;6.82055;1;0;1
AV_Champs_Elysees;2022-04-27 18:00:00;1141.0;34.34167;3;0;1
AV_Champs_Elysees;2022-09-24 00:00:00;1022.0;19.31056;2;0;1
AV_Champs_Elysees;2022-09-23 22:00:00;1005.0;18.73445;2;0;1
AV_Champs_Elysees;2022-09-23 21:00:00;1215.0;20.29056;2;0;1
AV_Champs_Elysees;2022-09-23 18:00:00;1192.0;22.31167;2;0;1
AV_Champs_Elysees;2022-09-23 17:00:00;1175.0;23.55833;2;0;1
AV_Champs_Elysees;2022-09-16 12:00:00;1205.0;25.47556;2;0;1
AV_Champs_Elysees;2022-09-16 11:00:00;1147.0;19.89722;2;0;1
AV_Champs_Elysees;2022-09-16 09:00:00;1276.0;14.84833;1;0;1
AV_Champs_Elysees;2022-09-16 06:00:00;414.0;4.82;1;0;1
AV_Champs_Elysees;2022-09-16 04:00:00;388.0;5.28667;1;0;1
AV_Champs_Elysees;2022-04-28 12:00:00;1184.0;58.53723;4;0;1
AV_Champs_Elysees;2022-08-24 00:00:00;765.0;17.34722;2;0;1
AV_Champs_Elysees;2022-08-23 21:00:00;833.0;21.75834;2;0;1
AV_Champs_Elysees;2022-08-23 20:00:00;968.0;22.94167;2;0;1
AV_Champs_Elysees;2022-08-23 19:00:00;882.0;27.11889;2;0;1
AV_Champs_Elysees;2022-08-23 17:00:00;886.0;25.11333;2;0;1
AV_Champs_Elysees;2022-08-23 15:00:00;826.0;18.68667;2;0;1
AV_Champs_Elysees;2022-02-01 20:00:00;996.0;17.76055;2;0;1
AV_Champs_Elysees;2022-02-01 07:00:00;622.0;5.51222;1;0;1
AV_Champs_Elysees;2022-02-01 14:00:00;1016.0;24.04222;2;0;1
AV_Champs_Elysees;2022-02-02 00:00:00;772.0;9.21833;1;0;1
AV_Champs_Elysees;2022-02-01 19:00:00;939.0;17.42556;2;0;1
AV_Champs_Elysees;2022-02-01 18:00:00;974.0;17.57;2;0;1
AV_Champs_Elysees;2022-02-01 05:00:00;125.0;1.67222;1;0;1
AV_Champs_Elysees;2022-02-01 21:00:00;836.0;15.12278;2;0;1
AV_Champs_Elysees;2022-02-01 15:00:00;1040.0;18.80278;2;0;1
AV_Champs_Elysees;2022-02-01 23:00:00;721.0;9.56334;1;0;1
AV_Champs_Elysees;2022-02-01 10:00:00;1037.0;23.67278;2;0;1
AV_Champs_Elysees;2022-02-01 12:00:00;923.0;24.40278;2;0;1
AV_Champs_Elysees;2022-11-23 09:00:00;1266.0;14.46667;1;0;1
AV_Champs_Elysees;2022-11-23 07:00:00;637.0;6.87889;1;0;1
AV_Champs_Elysees;2022-11-23 05:00:00;188.0;2.34944;1;0;1
AV_Champs_Elysees;2022-11-23 04:00:00;226.0;2.98389;1;0;1
AV_Champs_Elysees;2022-11-23 03:00:00;371.0;4.48223;1;0;1
AV_Champs_Elysees;2022-11-23 01:00:00;587.0;7.43056;1;0;1
AV_Champs_Elysees;2022-08-22 12:00:00;741.0;17.15111;2;0;1
AV_Champs_Elysees;2022-08-22 11:00:00;840.0;18.66056;2;0;1
AV_Champs_Elysees;2022-08-22 07:00:00;429.0;4.69556;1;0;1
AV_Champs_Elysees;2022-08-22 05:00:00;143.0;1.64889;1;0;1
AV_Champs_Elysees;2022-08-22 04:00:00;226.0;2.55834;1;0;1
AV_Champs_Elysees;2022-08-22 03:00:00;343.0;5.28723;1;0;1
AV_Champs_Elysees;2022-08-22 02:00:00;495.0;6.91333;1;0;1
AV_Champs_Elysees;2022-10-20 21:00:00;1046.0;15.44722;2;0;1
AV_Champs_Elysees;2022-10-20 20:00:00;1213.0;22.96944;2;0;1
AV_Champs_Elysees;2022-10-20 18:00:00;1214.0;23.10556;2;0;1
AV_Champs_Elysees;2022-10-20 17:00:00;1124.0;23.09445;2;0;1
AV_Champs_Elysees;2022-10-20 16:00:00;1110.0;26.68;2;0;1
AV_Champs_Elysees;2022-04-21 00:00:00;715.0;10.37667;1;0;1
AV_Champs_Elysees;2022-10-21 00:00:00;735.0;11.04334;1;0;1
AV_Champs_Elysees;2022-10-20 23:00:00;772.0;13.89556;1;0;1
AV_Champs_Elysees;2022-10-20 22:00:00;862.0;14.45778;1;0;1
AV_Champs_Elysees;2022-10-20 19:00:00;1276.0;26.27445;2;0;1
AV_Champs_Elysees;2022-11-30 00:00:00;692.0;9.58833;1;0;1
AV_Champs_Elysees;2022-11-29 22:00:00;913.0;22.76167;2;0;1
AV_Champs_Elysees;2022-11-29 09:00:00;1410.0;16.34333;2;0;1
AV_Champs_Elysees;2022-11-29 05:00:00;178.0;3.60389;1;0;1
AV_Champs_Elysees;2022-11-29 02:00:00;430.0;6.05333;1;0;1
AV_Champs_Elysees;2022-11-29 01:00:00;619.0;8.35334;1;0;1
AV_Champs_Elysees;2022-08-23 00:00:00;762.0;15.785;2;0;1
AV_Champs_Elysees;2022-08-22 23:00:00;738.0;15.63334;2;0;1
AV_Champs_Elysees;2022-08-22 19:00:00;827.0;24.72;2;0;1
AV_Champs_Elysees;2022-08-22 18:00:00;796.0;23.46778;2;0;1
AV_Champs_Elysees;2022-08-22 15:00:00;743.0;17.62;2;0;1
AV_Champs_Elysees;2022-08-22 14:00:00;690.0;18.10055;2;0;1
AV_Champs_Elysees;2022-08-22 13:00:00;718.0;17.90445;2;0;1
AV_Champs_Elysees;2022-11-22 23:00:00;747.0;11.87;1;0;1
AV_Champs_Elysees;2022-11-22 20:00:00;1288.0;22.31445;2;0;1
AV_Champs_Elysees;2022-11-22 17:00:00;1088.0;27.59;2;0;1
AV_Champs_Elysees;2022-11-22 15:00:00;1339.0;27.62611;2;0;1
AV_Champs_Elysees;2022-11-22 14:00:00;1281.0;31.14222;3;0;1
AV_Champs_Elysees;2022-07-19 06:00:00;289.0;3.90334;1;0;1
AV_Champs_Elysees;2022-07-19 05:00:00;191.0;2.84722;1;0;1
AV_Champs_Elysees;2022-07-19 04:00:00;300.0;4.76;1;0;1
AV_Champs_Elysees;2022-08-22 22:00:00;784.0;20.13278;2;0;1
AV_Champs_Elysees;2022-08-22 21:00:00;810.0;16.47612;2;0;1
AV_Champs_Elysees;2022-08-22 20:00:00;835.0;25.42055;2;0;1
AV_Champs_Elysees;2022-08-22 17:00:00;755.0;20.42556;2;0;1
AV_Champs_Elysees;2022-08-22 16:00:00;739.0;17.66222;2;0;1
AV_Champs_Elysees;2022-05-22 00:00:00;930.0;37.39778;3;0;1
AV_Champs_Elysees;2022-05-21 22:00:00;1105.0;50.41167;4;0;1
AV_Champs_Elysees;2022-05-21 20:00:00;1217.0;59.72056;4;0;1
AV_Champs_Elysees;2022-05-21 19:00:00;1109.0;33.55889;3;0;1
AV_Champs_Elysees;2022-05-21 17:00:00;1210.0;46.83;3;0;1
AV_Champs_Elysees;2022-05-21 15:00:00;869.0;68.70778;4;0;1
AV_Champs_Elysees;2022-05-21 14:00:00;1056.0;38.25111;3;0;1
AV_Champs_Elysees;2022-05-21 12:00:00;690.0;88.36722;4;0;1
AV_Champs_Elysees;2022-05-21 08:00:00;434.0;11.04278;1;0;1
AV_Champs_Elysees;2022-05-21 07:00:00;392.0;3.10667;1;0;1
AV_Champs_Elysees;2022-05-21 05:00:00;1525.0;30.33611;3;0;1
AV_Champs_Elysees;2022-05-21 04:00:00;1159.0;22.135;2;0;1
AV_Champs_Elysees;2022-05-21 03:00:00;1415.0;34.01945;3;0;1
AV_Champs_Elysees;2022-11-22 12:00:00;1242.0;22.67389;2;0;1
AV_Champs_Elysees;2022-09-26 14:00:00;1103.0;21.87833;2;0;1
AV_Champs_Elysees;2022-09-26 12:00:00;1088.0;22.49278;2;0;1
AV_Champs_Elysees;2022-09-26 10:00:00;1256.0;15.37667;2;0;1
AV_Champs_Elysees;2022-09-26 09:00:00;1348.0;16.24722;2;0;1
AV_Champs_Elysees;2022-09-26 07:00:00;551.0;6.60056;1;0;1
AV_Champs_Elysees;2022-09-26 05:00:00;206.0;2.27556;1;0;1
AV_Champs_Elysees;2022-09-26 01:00:00;638.0;7.95833;1;0;1
AV_Champs_Elysees;2022-10-18 14:00:00;1018.0;23.44333;2;0;1
AV_Champs_Elysees;2022-10-18 13:00:00;1081.0;24.94611;2;0;1
AV_Champs_Elysees;2022-10-18 10:00:00;831.0;3.35945;1;0;1
AV_Champs_Elysees;2022-10-18 07:00:00;642.0;6.35556;1;0;1
AV_Champs_Elysees;2022-10-18 05:00:00;182.0;1.84333;1;0;1
AV_Champs_Elysees;2022-10-18 03:00:00;264.0;3.51667;1;0;1
AV_Champs_Elysees;2022-05-27 23:00:00;1198.0;34.855;3;0;1
AV_Champs_Elysees;2022-05-27 22:00:00;1163.0;38.46389;3;0;1
AV_Champs_Elysees;2022-05-27 21:00:00;1180.0;44.48945;3;0;1
AV_Champs_Elysees;2022-05-27 18:00:00;1246.0;49.57556;3;0;1
AV_Champs_Elysees;2022-05-27 15:00:00;985.0;29.33945;2;0;1
AV_Champs_Elysees;2022-05-27 14:00:00;988.0;34.62556;3;0;1
AV_Champs_Elysees;2022-05-27 12:00:00;1094.0;28.0;2;0;1
AV_Champs_Elysees;2022-05-27 08:00:00;863.0;17.77722;2;0;1
AV_Champs_Elysees;2022-05-27 05:00:00;458.0;15.85778;2;0;1
AV_Champs_Elysees;2022-05-27 04:00:00;477.0;7.43889;1;0;1
AV_Champs_Elysees;2022-05-27 03:00:00;852.0;24.30445;2;0;1
AV_Champs_Elysees;2022-05-27 01:00:00;1297.0;44.75556;3;0;1
AV_Champs_Elysees;2022-11-22 10:00:00;1284.0;18.07333;2;0;1
AV_Champs_Elysees;2022-11-22 09:00:00;1248.0;15.27722;2;0;1
AV_Champs_Elysees;2022-11-22 05:00:00;177.0;2.05445;1;0;1
AV_Champs_Elysees;2022-11-22 02:00:00;383.0;4.70111;1;0;1
AV_Champs_Elysees;2022-11-22 01:00:00;639.0;8.13056;1;0;1
AV_Champs_Elysees;2022-05-18 08:00:00;1049.0;17.94333;2;0;1
AV_Champs_Elysees;2022-05-18 07:00:00;772.0;13.04167;1;0;1
AV_Champs_Elysees;2022-05-18 06:00:00;550.0;18.11333;2;0;1
AV_Champs_Elysees;2022-05-18 04:00:00;392.0;11.52444;1;0;1
AV_Champs_Elysees;2022-02-19 00:00:00;971.0;14.98167;1;0;1
AV_Champs_Elysees;2022-02-18 20:00:00;1058.0;23.12611;2;0;1
AV_Champs_Elysees;2022-02-18 18:00:00;1099.0;23.13778;2;0;1
AV_Champs_Elysees;2022-02-18 17:00:00;1061.0;22.43111;2;0;1
AV_Champs_Elysees;2022-02-18 16:00:00;1174.0;24.41667;2;0;1
AV_Champs_Elysees;2022-02-18 15:00:00;1078.0;18.78945;2;0;1
AV_Champs_Elysees;2022-02-18 12:00:00;1244.0;21.25111;2;0;1
AV_Champs_Elysees;2022-02-18 09:00:00;1203.0;15.75611;2;0;1
AV_Champs_Elysees;2022-02-18 08:00:00;974.0;11.65278;1;0;1
AV_Champs_Elysees;2022-02-18 05:00:00;303.0;4.72389;1;0;1
AV_Champs_Elysees;2022-02-18 04:00:00;372.0;3.81333;1;0;1
AV_Champs_Elysees;2022-02-18 03:00:00;536.0;6.33055;1;0;1
AV_Champs_Elysees;2022-02-18 02:00:00;630.0;9.22111;1;0;1
AV_Champs_Elysees;2022-11-29 14:00:00;1240.0;26.49389;2;0;1
AV_Champs_Elysees;2022-11-29 13:00:00;1294.0;25.78389;2;0;1
AV_Champs_Elysees;2021-12-27 23:00:00;1068.0;25.16222;2;0;1
AV_Champs_Elysees;2021-12-27 21:00:00;1160.0;34.02611;3;0;1
AV_Champs_Elysees;2021-12-27 20:00:00;1109.0;46.64833;3;0;1
AV_Champs_Elysees;2021-12-27 19:00:00;1110.0;40.36056;3;0;1
AV_Champs_Elysees;2021-12-27 17:00:00;1199.0;42.21111;3;0;1
AV_Champs_Elysees;2021-12-27 16:00:00;1196.0;40.35056;3;0;1
AV_Champs_Elysees;2021-12-27 15:00:00;1096.0;33.09278;3;0;1
AV_Champs_Elysees;2021-12-27 14:00:00;1101.0;31.48223;3;0;1
AV_Champs_Elysees;2021-12-27 13:00:00;1048.0;22.68945;2;0;1
AV_Champs_Elysees;2021-12-27 12:00:00;937.0;15.455;2;0;1
AV_Champs_Elysees;2021-12-27 09:00:00;629.0;6.90611;1;0;1
AV_Champs_Elysees;2021-12-27 06:00:00;288.0;2.72667;1;0;1
AV_Champs_Elysees;2021-12-27 05:00:00;149.0;1.62556;1;0;1
AV_Champs_Elysees;2021-12-27 04:00:00;228.0;2.445;1;0;1
AV_Champs_Elysees;2021-12-27 03:00:00;276.0;3.25167;1;0;1
AV_Champs_Elysees;2021-12-27 01:00:00;673.0;9.14834;1;0;1
AV_Champs_Elysees;2022-07-06 21:00:00;759.0;12.33695;0;0;1
AV_Champs_Elysees;2022-07-06 20:00:00;845.0;15.52556;0;0;1
AV_Champs_Elysees;2022-07-06 19:00:00;931.0;18.714170000000003;0;0;1
AV_Champs_Elysees;2022-07-06 18:00:00;1017.0;21.90278;0;0;1
AV_Champs_Elysees;2022-07-06 16:00:00;1103.0;25.091390000000004;0;0;1
AV_Champs_Elysees;2021-12-19 23:00:00;1189.0;28.28;2;0;1
AV_Champs_Elysees;2021-12-19 22:00:00;1212.0;28.53945;2;0;1
AV_Champs_Elysees;2021-12-19 20:00:00;1187.0;42.17889;3;0;1
AV_Champs_Elysees;2021-12-19 17:00:00;1057.0;43.48167;3;0;1
AV_Champs_Elysees;2021-12-19 16:00:00;1249.0;37.71056;3;0;1
AV_Champs_Elysees;2021-12-19 15:00:00;1171.0;36.84056;3;0;1
AV_Champs_Elysees;2021-12-19 13:00:00;1168.0;30.49444;3;0;1
AV_Champs_Elysees;2021-12-19 12:00:00;1159.0;20.56889;2;0;1
AV_Champs_Elysees;2021-12-19 11:00:00;1068.0;14.23778;1;0;1
AV_Champs_Elysees;2021-12-19 10:00:00;826.0;7.86389;1;0;1
AV_Champs_Elysees;2021-12-19 09:00:00;690.0;3.83;1;0;1
AV_Champs_Elysees;2021-12-19 08:00:00;607.0;3.51834;1;0;1
AV_Champs_Elysees;2021-12-19 06:00:00;697.0;4.47056;1;0;1
AV_Champs_Elysees;2021-12-19 02:00:00;677.0;49.46222;3;0;1
AV_Champs_Elysees;2021-12-19 01:00:00;563.0;59.98444;4;0;1
AV_Champs_Elysees;2022-07-18 10:00:00;732.5;35.853335;0;0;1
AV_Champs_Elysees;2022-05-19 00:00:00;902.0;11.72223;1;0;1
AV_Champs_Elysees;2022-05-18 23:00:00;820.0;23.70723;2;0;1
AV_Champs_Elysees;2022-05-18 21:00:00;1322.0;55.69333;4;0;1
AV_Champs_Elysees;2022-05-18 20:00:00;1457.0;61.71778;4;0;1
AV_Champs_Elysees;2022-05-18 18:00:00;1397.0;71.435;4;0;1
AV_Champs_Elysees;2022-05-18 17:00:00;1436.0;67.25167;4;0;1
AV_Champs_Elysees;2022-04-15 22:00:00;806.0;14.03889;1;0;1
AV_Champs_Elysees;2022-04-15 20:00:00;1215.0;30.49778;3;0;1
