Identifiant arc;Libelle;Date et heure de comptage;Débit horaire;Taux d'occupation;Etat trafic;Identifiant noeud amont;Libelle noeud amont;Identifiant noeud aval;Libelle noeud aval;Etat arc;Date debut dispo data;Date fin dispo data;geo_point_2d;geo_shape
191;Sts_Peres;2022-01-02T23:00:00+01:00;260.0;3.10555;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T13:00:00+01:00;422.0;5.34889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T21:00:00+01:00;429.0;4.87667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-03T00:00:00+01:00;250.0;2.87611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T18:00:00+01:00;697.0;9.25667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T12:00:00+01:00;356.0;4.26944;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T03:00:00+01:00;63.0;0.94112;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T02:00:00+01:00;116.0;1.57611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T04:00:00+01:00;62.0;1.05333;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T08:00:00+01:00;85.0;1.265;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T07:00:00+01:00;62.0;0.795;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-05-02T18:00:00+02:00;491.0;7.09834;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-05-02T19:00:00+02:00;497.0;6.07056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T17:00:00+01:00;655.0;10.22278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T06:00:00+01:00;100.0;1.26834;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T13:00:00+01:00;623.0;8.77944;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T18:00:00+01:00;695.0;10.07723;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T23:00:00+01:00;416.0;5.16334;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T03:00:00+01:00;85.0;1.03;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T04:00:00+01:00;61.0;0.85611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T08:00:00+01:00;389.0;5.7;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T20:00:00+01:00;686.0;8.64833;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T05:00:00+01:00;42.0;0.615;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T21:00:00+01:00;668.0;8.80333;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T19:00:00+01:00;686.0;9.77111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-05T00:00:00+01:00;544.0;6.355;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T01:00:00+01:00;328.0;3.76056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2021-11-04T02:00:00+01:00;185.0;2.07889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-13T00:00:00+02:00;465.0;5.52222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T22:00:00+02:00;427.0;5.81389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T21:00:00+02:00;620.0;6.80611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T17:00:00+02:00;620.0;9.37778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T16:00:00+02:00;575.0;7.80722;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-06T00:00:00+02:00;496.0;5.22611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T19:00:00+02:00;675.0;10.90222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T18:00:00+02:00;637.0;8.42111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T16:00:00+02:00;598.0;8.28667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-05-02T02:00:00+02:00;128.0;1.625;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T23:00:00+02:00;479.0;5.84945;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T22:00:00+02:00;415.0;4.96167;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T21:00:00+02:00;641.0;7.77945;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T20:00:00+02:00;714.0;8.27722;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T17:00:00+02:00;633.0;8.34945;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-10-05T15:00:00+02:00;628.0;8.54778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-03T00:00:00+01:00;411.0;4.80389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T21:00:00+01:00;576.0;6.96944;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T20:00:00+01:00;651.0;7.41333;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T19:00:00+01:00;634.0;8.35389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T18:00:00+01:00;619.0;8.65111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T16:00:00+01:00;862.0;19.53056;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T23:00:00+01:00;366.0;4.36944;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T22:00:00+01:00;388.0;4.55056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T17:00:00+01:00;700.0;15.29833;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-11-02T15:00:00+01:00;501.0;7.45222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.332454190717672;"{""coordinates"": [[2.3332577811223216, 48.8582600669617], [2.3316506003130226, 48.8563006755038]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T21:00:00+02:00;560.0;6.86;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T18:00:00+02:00;547.0;7.28556;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T14:00:00+02:00;504.0;7.36278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T13:00:00+02:00;561.0;9.44556;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T11:00:00+02:00;465.0;19.15;Pré-saturé;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T10:00:00+02:00;413.0;6.27889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T04:00:00+02:00;241.0;3.14056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T03:00:00+02:00;298.0;3.36556;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-06-11T01:00:00+02:00;463.0;5.65111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T14:00:00+01:00;267.0;3.33778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T19:00:00+01:00;429.0;5.39056;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T04:00:00+01:00;261.0;3.30944;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T12:00:00+01:00;234.0;3.01667;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T16:00:00+01:00;343.0;4.30611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T08:00:00+01:00;85.0;1.13778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T05:00:00+01:00;228.0;2.855;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-02T00:00:00+01:00;237.0;2.72389;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T09:00:00+01:00;101.0;1.30278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-01-01T21:00:00+01:00;367.0;4.62611;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-21T14:00:00+02:00;596.0;8.00889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-21T11:00:00+02:00;530.0;7.66278;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-21T06:00:00+02:00;110.0;1.57444;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-21T02:00:00+02:00;287.0;3.33722;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-21T01:00:00+02:00;402.0;4.95111;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-05-02T09:00:00+02:00;356.0;5.17445;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T15:00:00+02:00;601.0;9.71833;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T14:00:00+02:00;582.0;8.42889;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T13:00:00+02:00;565.0;9.20222;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T11:00:00+02:00;537.0;7.50778;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
191;Sts_Peres;2022-07-12T08:00:00+02:00;480.0;5.67834;Fluide;114;Sts_Peres-Voltaire;119;Sts_Peres-Universite;Invalide;2005-01-01;2019-06-01;48.85728037123275,2.3324541907176717;"{""coordinates"": [[2.3332577811, 48.858260067], [2.3316506003, 48.8563006755]], ""type"": ""LineString""}"
